"ID","Fecha","Sexo","Edad","Nivel_estudios","Experiencia_inversion","Intencion_ahorro","Pretest","Postest_1","Postest_2","Ansiedad","Bienestar","Intencion_compra","Necesidad_cognicion","Resiliencia","Planificacion","Confortar","Neuroticismo","Nomofobia","SARIMA_serie","ARIMA_serie","ETS_serie","GARCH_serie","VAR_serie_1","VAR_serie_2","VECM_serie_1","VECM_serie_2"
211,2025-01-11,"Hombre","28-32","Medio","SI","Medio",8,11,10,26.7,70,57.4,40.1,50,13.9,29.4,37.5,62.7,66.9527744465291,119.384372136026,43.2218862760219,-1.59777661200059,49.6021345984465,40.3016752470199,17.6455694258282,3.91960474805611
212,2025-01-14,"Hombre","28-32","Alto","No","Alto",8,9,11,29.8,70,64.5,59.3,45.8,22.1,22.2,41.5,52.1,64.8147621219046,120.213266340915,42.83732434662,2.31256371713802,50.153727279064,40.2899133233159,15.9934316444625,3.83099861022755
213,2025-01-14,"Mujer","23-27","Bajo","No","Medio",10,11,11,23.7,70,55.3,42.7,50,18.5,26.6,23.6,64.8,65.5687989784551,121.587709180861,44.5938500279563,-0.430030545094656,48.6368430790476,39.5935109308166,16.7771132206075,2.9167239499663
214,2025-01-16,"Hombre","18-22","Bajo","SI","Bajo",8,9,10,10,70,68.6,32.5,50,10.9,20,19.7,65.6,68.6558570351063,122.151945302497,44.4923494841374,1.58104370697297,49.1401085996727,39.9499764439817,16.5971974681421,3.45913121440342
215,2025-01-21,"Hombre","23-27","Bajo","SI","Bajo",8,8,10,58.5,59.7,66.7,33.1,34.3,10.2,29,42.2,70,68.5353443531133,123.288585908796,44.5076729661889,-3.36934498202095,49.2034556730215,40.4752021696419,16.1641429982796,4.15153242791536
216,2025-01-25,"Hombre","28-32","Alto","SI","Alto",8,10,11,27.8,70,63.4,44.8,50,22,19.2,28.7,58.9,68.5670626221258,121.487998987632,46.5424264688292,-2.27331921690739,49.9606482601969,38.6987428412308,18.0932128786104,5.06829280491106
217,2025-01-27,"Mujer","23-27","Medio","SI","Medio",10,11,12,29.6,70,74.2,44.6,50,18.3,28.9,32.8,52.6,70.4896125461343,120.692154625646,47.8375126718795,0.589029592164582,48.5987767189416,38.8944420530237,18.1762288891223,5.36377000752214
218,2025-01-28,"Hombre","23-27","Bajo","No","Medio",8,9,9,23,70,70.3,36.5,50,17.9,17.6,30.7,67.4,69.7064981211031,121.118183839264,53.39289679765,1.8872399090031,49.1782515440658,39.0498592100272,18.3559157350104,4.38217824337216
219,2025-01-28,"Hombre","23-27","Bajo","SI","Bajo",8,11,11,10,70,59.7,35.6,50,10.6,15.7,18.3,49.7,68.8696636446578,123.454144889134,53.2864252138324,0.121003098169187,48.5512389169127,39.5483540386018,18.1398427521611,4.23231816804411
220,2025-01-30,"Mujer","23-27","Medio","No","Medio",8,9,11,26,70,69.7,50.3,50,19.5,25.9,23.6,51.8,68.6060205723666,123.864153698181,50.731081550215,-1.7218860898249,49.3072878638227,38.7570417408157,17.495510021949,4.90751057654073
221,2025-02-01,"Hombre","23-27","Bajo","No","Bajo",8,9,10,25.4,70,64.4,25.8,50,19,24.4,23.6,59,68.6464654428913,125.361401904482,47.703749342867,-0.63815152578515,49.3373590701571,39.6413920528675,17.2290731807329,3.99807249403582
222,2025-02-03,"Mujer","28-32","Bajo","No","Bajo",8,11,11,33,70,88.3,32.8,43.2,14,19.2,26.4,65.8,69.8133557764306,125.283637690482,50.0133899477901,-3.20500022399451,48.6685540500234,38.6789777174005,16.3447043767836,2.54714038192126
223,2025-02-05,"Mujer","23-27","Medio","No","Medio",8,10,9,25,70,58.1,36.7,50,15.1,28.6,26.7,64.8,69.9967222209602,123.670376108248,47.5957250417201,0.10769106769578,49.0436309739058,38.5923750074169,16.7044742272688,2.07909559836703
224,2025-02-05,"Mujer","28-32","Alto","SI","Alto",8,10,10,32.1,70,64.7,60.6,50,19.5,28,24.6,52.6,69.5335505519913,121.973394558482,42.0181066535063,-0.327216026402822,49.5962478933612,40.9289868546725,17.2493788228296,3.54408361751866
225,2025-02-06,"Mujer","38-42","Medio","SI","Bajo",9,9,11,12.7,70,74.4,31.6,50,15.2,11.5,16.9,48.2,68.641435225209,121.617395090827,41.1061833176166,0.793355504873042,49.951303984308,41.5689712957735,17.7758078210235,4.64289867398109
226,2025-02-10,"Hombre","18-22","Bajo","SI","Bajo",7,9,9,21.1,70,79.4,30.2,50,15.4,16.8,28.8,61.4,67.6886237644753,120.250765389684,46.1878476575401,0.83487709082081,50.9835546028242,40.1853659234424,18.8690798918642,4.79032317227044
227,2025-02-13,"Mujer","33-37","Alto","SI","Medio",11,12,12,25.5,70,60.8,53,50,18.5,27.4,35.3,49.4,66.5778970375565,122.34285190808,48.463804305488,0.580015196483327,47.7308352250156,38.9722229537191,18.9057999547734,5.06855220916424
228,2025-02-14,"Mujer","28-32","Medio","SI","Medio",9,10,11,25,70,60.5,25,50,10,23.6,31.1,54.8,65.318163677011,122.162321671749,49.7658081882496,-2.37755863494209,47.7291623864084,38.0587452441394,18.9326759717702,4.56125600633639
229,2025-02-15,"Mujer","28-32","Bajo","No","Bajo",9,8,9,36.7,69.7,66.1,46.8,40.2,20.3,21.3,37.7,60.3,64.2791496493141,122.238093556079,52.6366422333834,2.97689680116318,48.5326041857292,37.7267548313551,19.9760802380575,5.70589419912907
230,2025-02-16,"Mujer","33-37","Medio","No","Medio",7,6,9,34.6,70,64.8,45.5,50,18.7,19,27.6,57.9,63.0569906016316,123.449735047315,56.0357536921785,-1.54625915204317,50.6085113759517,38.9574196511426,21.2523909106204,7.974587692767
231,2025-02-17,"Mujer","28-32","Bajo","SI","Medio",6,7,8,14.2,70,63.5,37.2,50,15.6,21.6,23.2,65.3,62.5383564896701,124.060610154167,53.7436256282718,-3.21763469524648,51.7223402639984,39.2136930245254,22.2342489837651,7.73047747705768
232,2025-02-18,"Mujer","33-37","Alto","SI","Bajo",7,9,10,41.3,61.4,67.1,48.1,46,13.2,25.6,29.4,52.2,61.9874828317835,122.494980474374,49.6152526186597,2.53321583121924,51.4574583108918,40.7125029283057,23.8237230383821,8.86634341436418
233,2025-02-18,"Hombre","18-22","Medio","No","Alto",8,10,12,35.1,70,65.6,51.2,46.6,18.4,23.4,39,66.2,59.1752570202559,120.872653405088,53.1246777015712,5.95113810292323,50.8409199008124,41.8672409763912,24.4436487921532,9.63289250163925
234,2025-02-19,"Mujer","23-27","Alto","SI","Alto",8,8,11,21.3,70,68.6,45.2,50,19.6,26.4,22.4,59,58.9267191713495,120.977642802503,44.5717193524977,-2.79422638416237,50.975729666561,41.5409256769758,22.3958461013655,8.58638834740246
235,2025-02-20,"Mujer","28-32","Bajo","No","Bajo",8,8,9,25,70,68,36,50,17.7,18.3,26.8,57.3,58.154692884982,121.826751330287,43.8659432310868,4.2745764533981,51.2800734660856,39.9056916763114,24.853440196427,9.589137732014
236,2025-02-25,"Hombre","23-27","Alto","SI","Alto",9,9,10,39.4,65,66.4,68.3,41,19.7,20.2,37.3,62.8,56.7189692256585,122.12854070258,43.8217527596147,0.645170448968359,50.3808265257481,38.2724400405629,26.1328161937288,10.525004560818
237,2025-02-25,"Mujer","23-27","Bajo","No","Medio",6,8,9,19.3,70,63.9,33.8,50,18.5,24,25,63.4,56.1470488262261,122.269066544347,40.5742329776023,2.50324414551992,51.5349407249239,39.0413047257975,25.7380186881627,9.99190418418149
238,2025-02-26,"Hombre","28-32","Medio","SI","Alto",8,9,12,24,70,66.3,51.2,42.6,16.4,19.9,33.5,59.7,55.1198053468339,122.098901843267,46.2430812696999,0.307527718819479,50.680248256224,40.4335607864474,24.6423543653254,10.3513611966325
239,2025-03-02,"Hombre","18-22","Bajo","No","Bajo",8,10,12,20.7,70,70.7,47.5,50,18.1,22.8,28.4,70,53.2234097801198,123.834938471765,45.5207629986887,0.809955958535993,49.587518956104,40.1438040926097,23.6740094191499,9.62478985990399
240,2025-03-05,"Mujer","18-22","Medio","No","Medio",6,9,8,23.3,70,60.4,35.2,50,14.2,20.4,29.5,70,52.6087625534449,124.488543329412,51.2786252128737,0.0215967768179091,51.0031592959903,39.5167086239108,23.1427096132236,6.58087829079861
241,2025-03-05,"Hombre","38-42","Medio","SI","Medio",9,11,10,21,70,66.8,47.1,50,18,19,30.4,49.2,53.0429029451845,124.714814211961,51.5570125062372,-0.450943526938344,49.8132791354682,39.9226859578626,23.6104853701188,6.70985784219434
242,2025-03-08,"Mujer","23-27","Bajo","No","Medio",6,6,8,52.7,70,51.2,47.3,43.4,16.7,29.4,34,58.4,54.0695180249061,124.248849947811,51.8870443006685,0.572522015304994,52.5025260352325,39.8248236243881,24.4018087393518,9.37697382244446
243,2025-03-09,"Mujer","23-27","Medio","No","Medio",6,7,7,41.8,69.5,90,65,49.6,25.1,23,34.6,57.7,54.7279507731408,123.50591795585,52.1564016798209,0.576980286790737,53.0094960803709,40.3351656886952,23.5529734891897,7.53238892328754
244,2025-03-09,"Hombre","23-27","Bajo","No","Medio",11,11,12,23.2,70,74.8,37.5,50,15.7,23.5,34.9,67,54.9485834149778,123.394758622771,51.6258078391868,-3.18332155066465,49.4085888161602,41.5428064438483,23.7917833197124,8.92009621507516
245,2025-03-11,"Hombre","28-32","Alto","No","Medio",7,8,9,37.4,70,56.8,54.9,46.6,23.3,21.7,36.9,49,53.9335069193183,122.223534816418,54.9513921984694,-0.693754488437131,50.7358778722188,39.8471819158143,24.9304481801246,9.3956412581933
246,2025-03-11,"Mujer","18-22","Bajo","No","Medio",7,9,9,10.2,70,79.7,43.6,50,21.6,17.2,25.5,65.4,52.9861764313085,123.585784192399,48.0488876194697,-0.403458898699993,51.1384425527722,39.06166422934,25.5742054381421,8.81029602013651
247,2025-03-16,"Mujer","18-22","Medio","SI","Medio",9,9,11,12.5,70,76.5,54.5,50,19.4,13.9,19.6,67.5,53.3198616473898,125.499185537836,47.7602573851746,-0.152550051120569,50.4172474958971,38.4658324649537,25.8015010045648,10.8786517691779
248,2025-03-18,"Mujer","33-37","Bajo","No","Medio",7,9,9,38.6,70,64.1,39.6,43.8,17.7,21.3,40,47.4,55.1081173554924,126.000136943545,43.5701738267705,-2.49526316875597,50.539207393835,39.6616791165565,25.9132583665806,9.22353625816763
249,2025-03-19,"Mujer","23-27","Medio","No","Bajo",9,8,12,32.2,70,63.1,51,50,17.6,25.6,26.1,66.3,56.1772584685794,127.554387153078,43.057401227362,-1.53641905363895,50.4670806906409,40.6455443364553,27.0557558120335,12.0534482257419
250,2025-03-19,"Mujer","28-32","Alto","SI","Alto",10,12,12,12.2,70,67,43.9,50,18.5,18.9,28.7,65.7,55.6803314844492,128.236724889387,44.5298645999381,-1.85847083194551,48.766966340976,39.5068284577423,28.8450182194155,11.8421857723246
251,2025-03-20,"Mujer","28-32","Alto","SI","Alto",6,7,9,29,70,62.8,51.8,44.6,14.9,22,37.7,56.3,56.0581296884633,126.543363483525,47.0226586489894,-0.882197878076731,50.9124288376578,39.9183901254319,28.9406732389515,12.8662300192983
252,2025-03-23,"Mujer","18-22","Bajo","No","Bajo",9,9,9,46.6,69.6,76.7,27.3,39.6,10,31.5,35.2,68.4,57.4567284452857,124.569053896745,48.298800982363,-2.20976391603583,50.2299620775006,39.4000281017125,29.5946454455111,12.3314306184815
253,2025-03-23,"Hombre","33-37","Bajo","SI","Bajo",9,9,11,27.1,70,70.6,31.8,50,16.8,27.5,20.2,60,57.0200008686612,124.918242681568,51.6130410718423,0.0699415762912689,48.9964742747866,39.5203039788113,29.1899251622359,12.4142093042659
254,2025-03-27,"Mujer","23-27","Medio","No","Medio",9,10,10,11.5,70,61.2,38.5,50,14.1,14.1,21.7,42.2,58.5052403376689,124.582898282751,50.7159754475419,1.92123353671061,48.2145433557032,37.4778732026763,30.1274723821555,11.7033571115135
255,2025-04-01,"Hombre","18-22","Medio","No","Medio",8,9,12,13.2,70,64.2,55.9,50,22.1,20.9,29,60.8,59.9645160030306,125.694606892954,53.8715471952736,-3.00410240727894,48.9126264434519,36.9527855010259,29.2817172644353,14.3013331571371
256,2025-04-06,"Hombre","23-27","Bajo","No","Bajo",7,8,10,25.9,70,86.8,38.8,50,20.3,19.8,29.3,58.4,59.9141511863122,125.92669015182,56.2768056175374,-0.468939315363563,49.6501343501149,36.7506559914809,28.704333448969,12.0669631915431
257,2025-04-06,"Hombre","23-27","Medio","SI","Medio",7,9,9,26.7,70,64.6,49.5,45.6,14.9,22.1,29,58.2,62.4510456718318,125.050298742887,52.6340183546611,0.5036561108876,50.1066086283439,37.3713718336059,29.1138233064817,11.6294908082494
258,2025-04-10,"Mujer","38-42","Alto","SI","Alto",7,9,10,29.4,70,80.7,62.6,47.4,25.1,27.9,27.4,52.4,63.7541451707695,127.082874895332,48.7416909087662,2.28467485040316,50.4766828031344,38.1436171620311,29.5638954966395,12.2728412334219
259,2025-04-11,"Mujer","28-32","Medio","No","Bajo",9,11,12,38.1,70,66.2,44.4,45.1,15.2,25,37,49.1,64.9444872313383,125.324987807426,46.1484778690505,-2.95137086471913,48.3339738355128,39.7007393060962,27.7145078654079,11.2727490779916
260,2025-04-14,"Hombre","38-42","Bajo","No","Bajo",8,9,10,35.5,70,75.8,26.7,47.2,12.4,31.4,30.3,56.5,65.5448057968866,125.448603454001,48.027101812183,-0.263881908162907,48.8479744381202,40.4035268068034,27.7983378553647,10.8263032610567
261,2025-04-14,"Mujer","23-27","Medio","No","Bajo",9,8,10,24.5,70,54.9,45.7,50,20.5,24.3,23.3,66,65.6930630508812,126.504601231936,48.3887708920563,0.873652476666881,49.399244528193,40.6261722739876,28.9687327940475,11.7534642532121
262,2025-04-17,"Mujer","33-37","Bajo","No","Bajo",10,10,12,26,70,61.8,29,49.1,13.1,14.7,29.8,49.9,66.7907596974744,124.828209220127,47.3751779186424,1.76269934886545,49.1671884796549,39.6048738395082,30.7816130497415,13.8366292501158
263,2025-04-17,"Hombre","28-32","Bajo","SI","Medio",9,10,12,27.7,70,60.2,34.9,50,15.2,24.4,29.3,62.1,68.9178511850141,127.339686810048,47.0684538686797,-0.920231707784372,48.4654411721815,39.7828681048623,31.0204419478406,13.7793062972429
264,2025-04-18,"Hombre","33-37","Alto","No","Medio",8,9,10,24.4,70,62.8,61.8,50,20.8,19.5,30,54,71.3812050439085,129.983154068135,48.3140881980992,0.140011030198976,49.3310860769906,38.3837414392531,30.0189380968507,12.5866626634308
265,2025-04-19,"Hombre","18-22","Bajo","No","Bajo",8,8,11,17.6,70,60.2,44.7,50,16.8,26.9,31.4,70,71.0897632405873,127.677311891553,54.0641120400693,1.5374209934154,49.4534525639122,39.0245791038954,29.7118264787049,13.1931678659803
266,2025-04-22,"Hombre","18-22","Bajo","No","Bajo",9,10,10,39.3,70,72.8,50.4,41.5,16.2,21.8,32,60,70.4070650994826,125.218569869163,53.8779656853731,-0.95233263045388,48.7250005020035,39.5059794989586,30.4672797788455,12.3606646795764
267,2025-04-22,"Hombre","23-27","Bajo","No","Bajo",11,12,12,10,70,70.4,32.6,50,12.4,10.7,25.6,68.8,69.5202111593641,125.714841951941,58.3513395567094,0.696920262171676,47.0280217904544,40.357866988332,30.0132399256308,12.8917673181028
268,2025-04-23,"Mujer","23-27","Medio","SI","Medio",7,7,10,42.6,70,63.2,56.9,47.2,21.8,22.2,30.1,58.2,70.222855316036,128.342231959548,55.0021348459677,-2.05536867516053,49.8999426318094,38.6323565120169,32.7184140948357,15.7409720010262
269,2025-04-26,"Hombre","23-27","Alto","No","Medio",7,7,9,29.2,70,56.6,48,47.7,16.7,17.6,29.5,58.7,70.5811120580384,129.668824955375,55.4017280189037,-0.651070929832751,50.5306538736547,38.9669205896481,31.9129569342532,14.1135524607797
270,2025-04-26,"Mujer","18-22","Medio","No","Bajo",7,7,9,12.2,70,78.5,40.6,50,21.1,19.9,32.2,59.6,70.8820934595627,127.423661842272,50.9626558320843,0.394465107112381,51.1050385469759,40.2351660453069,30.8316461935057,13.7393837487717
271,2025-04-28,"Mujer","23-27","Alto","SI","Alto",6,8,9,30.4,70,66.7,49.1,50,19.4,18.3,28.7,55.3,70.6136145572728,125.309471855462,51.1380347063182,0.0981299420890668,51.9221083543701,40.392070820455,32.0711289281407,13.9814946744986
272,2025-04-28,"Mujer","33-37","Medio","No","Alto",9,12,11,10,70,53.3,49.1,50,19.6,29.9,23.5,52.1,69.3939471250296,128.110972268562,47.7365421583118,0.353744848634099,49.8753736641397,40.1345606674452,32.3845871975497,13.0332489684214
273,2025-05-01,"Mujer","18-22","Alto","SI","Bajo",8,9,10,13.4,70,57.7,56.5,50,10.8,21.6,35.2,61.6,69.1096988694129,129.385831080576,45.4149662321487,-0.659873406947833,49.5978356125029,40.8842542677856,31.9914054212204,13.9060667677502
274,2025-05-03,"Hombre","18-22","Medio","SI","Alto",8,10,12,28,70,73,43.3,50,22.8,30.5,21.1,70,70.2966689714978,129.848963230158,45.8279891498204,-0.724200596642199,48.9611261009898,39.4243669665622,30.3234482841788,13.3925360413447
275,2025-05-04,"Mujer","28-32","Bajo","No","Bajo",7,8,9,18.9,70,69.7,40.2,50,16.5,20.3,23.6,58.7,71.3275016638346,128.929535088175,48.3670734633672,-0.123943338202886,50.130915543413,38.8988259753869,31.1208195269711,12.7922335897238
276,2025-05-07,"Mujer","38-42","Medio","SI","Alto",8,7,9,10.3,70,69.6,35.2,50,20.9,22.8,20.1,45.4,70.3717048064579,127.282400411566,49.6897917564204,-1.03800511148299,50.7067348205986,38.3460856774923,31.0707388668923,13.3509020880448
277,2025-05-07,"Hombre","18-22","Bajo","SI","Bajo",6,6,7,22.2,70,70.1,28.4,50,16.9,22.9,36.3,67.4,69.8979434893727,126.480106458571,52.0771995730702,-0.811496265211152,51.4791683441238,38.733424589546,31.7877076592955,13.3237152923653
278,2025-05-09,"Mujer","18-22","Bajo","No","Bajo",5,6,9,31,70,67.7,38.9,45.3,20,27.7,33.4,63.9,69.8559134864835,127.125648183339,56.7396112090886,0.176247604201534,53.0338447270512,38.1973902772137,31.4229535401827,14.4526996780462
279,2025-05-14,"Mujer","33-37","Medio","No","Bajo",7,8,9,23.1,70,55.5,46.9,50,15.7,21.6,27.7,54.8,66.9198651103758,127.706673002983,57.2336631287807,0.0401899975698526,52.089820106819,38.3048029124718,31.6253071190194,12.9690074374669
280,2025-05-14,"Hombre","18-22","Medio","No","Medio",7,7,8,31.8,70,71.7,45.5,50,18.7,24.2,40.5,63.5,67.7731983350796,128.719391864712,57.5153398504058,1.61505787103491,52.6840247858178,38.8251771310725,33.1846809157251,14.5069718206967
281,2025-05-16,"Mujer","33-37","Medio","No","Bajo",11,11,12,29.1,70,66.9,42.4,50,16.7,28.7,31.2,49.6,66.4604900908769,128.095639169789,53.8151356739728,0.317809242027738,49.5293499752926,39.3265522846082,34.5568540438333,15.6517816390341
282,2025-05-16,"Hombre","18-22","Bajo","No","Bajo",9,10,11,27.7,70,62.6,25,42.9,17.8,26.4,31.4,60.7,67.7146441427328,128.967672819963,50.8446422011623,-0.684791722225144,49.1881192544032,39.7027857465105,34.0845311308285,15.2199300754949
283,2025-05-17,"Mujer","28-32","Bajo","No","Bajo",7,7,10,38.2,70,55.6,40.6,50,18.5,24.6,33.6,60.8,65.695539796386,129.987867849228,50.7754680385857,-0.148533449813309,50.0724511707823,39.2722641200813,33.7443473358208,15.3767722579144
284,2025-05-20,"Hombre","23-27","Alto","No","Bajo",10,12,11,31.4,70,69.1,55.7,50,18.8,21.8,32,52.7,63.5441272911865,129.163875473759,45.8582749630907,1.38223009699142,48.5648340250372,41.1351566502655,35.6516689925028,15.063888779756
285,2025-05-22,"Hombre","33-37","Bajo","SI","Bajo",8,9,11,46.1,70,77.7,29.5,39.2,10.6,19.9,31.3,40,60.7971196837031,127.76324519149,45.5018288827168,-1.82804216860087,49.0553457447973,39.4226940199368,35.6850750429694,16.670909646694
286,2025-05-22,"Mujer","18-22","Bajo","No","Bajo",8,8,9,49,70,59.3,42.6,46.9,12.9,22.9,37.9,66.1,61.2676177304442,128.400028809919,51.5359616821721,0.700692566373598,50.0290778905058,40.6149439955645,37.2795633530697,17.5674200014036
287,2025-05-24,"Hombre","23-27","Alto","No","Medio",8,10,10,33.9,70,72.8,48.3,50,19.9,15.9,27.6,66.6,59.7930234904135,129.900262756773,49.4895786896257,1.7517336359874,49.6775097431853,40.9524835386286,38.3078410584044,17.8676479968543
288,2025-05-25,"Mujer","18-22","Bajo","No","Bajo",10,11,12,34.6,70,73.5,40.6,45.8,12.5,25.7,33.5,56.5,59.8361849921261,129.590177465797,54.7170971168959,0.154622117004028,48.6319872739431,40.5860883860837,38.0958464475193,18.2035394435149
289,2025-05-25,"Hombre","38-42","Bajo","No","Bajo",8,10,10,18.9,70,78.3,33.5,50,17.4,16.2,23.9,40.7,58.469085660108,130.396469664721,57.0845965565878,-1.45166675131992,49.0394478538117,39.4657717093162,37.8743738765468,17.4246304535118
290,2025-05-28,"Hombre","33-37","Medio","No","Bajo",6,8,8,33.3,70,56.7,41.4,50,15.3,23.3,29.8,41.8,57.7410640299465,129.308722324647,60.2289278013028,-1.44437384248493,51.0724510041672,39.2568098440208,38.0017335199066,17.559540605502
291,2025-05-28,"Mujer","18-22","Bajo","No","Bajo",6,9,9,30.9,70,54.6,27.8,50,15,25.1,31.9,55.2,58.0954033091813,126.926417927405,56.2431762867033,-0.481156609993797,51.1486177059524,39.0868053490715,36.9043414167607,16.3400933319621
292,2025-05-29,"Hombre","28-32","Bajo","No","Bajo",8,8,10,16.9,70,69.7,43.6,50,16.2,17.6,23.9,60.1,57.5455309705308,127.714698653857,58.5825293782534,1.08060156659231,50.3558942547579,38.0571011994005,36.447599210196,16.7332639183959
293,2025-05-31,"Hombre","23-27","Bajo","No","Bajo",9,10,11,11.5,70,66.3,29.9,50,11.8,25.9,23.1,50.8,56.0017596116435,127.726455030131,53.7269481386271,-0.208315610867071,48.9989442101633,38.2291534216964,36.7771529324333,16.261214753108
294,2025-06-03,"Hombre","28-32","Bajo","SI","Bajo",7,8,9,10,70,62.1,33.8,50,12.9,22.3,20.7,55.2,55.868819105606,128.816562200694,55.9323398279395,0.366849224439362,50.194363218168,37.9151926284295,37.2822132853088,17.2161559748346
295,2025-06-04,"Mujer","38-42","Alto","SI","Medio",9,9,10,32.9,70,67.9,34.7,50,16.3,25.3,35.2,60,56.5977199112309,130.490407760729,55.8864580886632,-1.80475262324191,49.8911113426455,39.0306360462666,39.2636627188052,18.3528151454816
296,2025-06-05,"Mujer","18-22","Bajo","No","Bajo",10,11,10,27.5,70,72.6,30.1,50,10,22.8,30.5,67.4,55.1693426739069,130.291058270534,50.3118180629321,0.774167454250242,48.9405924182512,37.5950953170111,41.4614412733211,19.0919497083684
297,2025-06-07,"Hombre","33-37","Alto","SI","Alto",8,9,10,42.5,70,65.9,50.3,50,21.8,22.2,36.4,63.6,55.2242011207235,129.543742881345,48.1032527923192,0.674536436528594,49.1603405662473,37.4911859734069,39.8987694107655,18.6606007991019
298,2025-06-08,"Mujer","33-37","Medio","No","Alto",11,12,12,38,70,69.1,41.4,46.6,14.1,22,30.8,47.6,54.5709693507423,128.720064008931,47.310308318991,0.878071041012272,47.1569026965759,37.5086969052613,39.7406431452477,18.1225590967205
299,2025-06-09,"Hombre","38-42","Alto","SI","Alto",10,12,12,15.1,70,69.2,51.2,50,21.7,17.9,24.8,46.5,56.7587725083607,129.408516675957,52.8026978766834,0.736363582764853,47.0271476160324,37.4197374538821,40.7864878571673,19.6909529688517
300,2025-06-10,"Hombre","28-32","Medio","No","Alto",8,8,10,32.3,70,81.1,39.1,50,18.3,20.6,39.9,56.6,57.010065288514,129.052221812686,53.7046334314831,-1.92178810442212,48.5622116741063,38.9653163497322,39.1296802092787,18.4567107735719
301,2025-06-14,"Mujer","18-22","Alto","SI","Alto",6,9,10,34.4,70,67.5,45.2,50,20.8,24.3,32.4,69.4,58.8817894003819,128.43773525016,58.7080506163236,-1.41996860324407,50.4169816296245,39.5859112419637,38.8222866676704,17.9402496556957
302,2025-06-16,"Hombre","23-27","Alto","No","Medio",7,10,9,10.1,70,64.8,55.7,50,22.9,16.5,18.7,50.6,60.4936338464813,129.053630022743,59.7074120337694,0.54920008734767,49.9334339642927,39.7662567668923,37.2170786054133,15.6738208725978
303,2025-06-17,"Hombre","38-42","Bajo","No","Bajo",8,9,10,28.2,70,72.3,25,50,10,21.2,35.2,59.6,62.0925469922873,130.996350661332,62.420768452827,-0.455653539915225,50.2735060693947,40.1963322568135,36.1770802987239,15.7634875417175
304,2025-06-17,"Mujer","33-37","Alto","No","Alto",8,10,11,19,70,69,50.6,50,15.7,19.3,29.8,48.6,59.9889788594793,130.814811030273,56.2178654754426,-0.38825646334815,50.3928346405189,41.646768623894,36.6268792259992,15.8538438373612
305,2025-06-17,"Mujer","33-37","Alto","SI","Medio",9,10,12,26.2,70,64.4,48.1,50,21,16.5,25.8,52.4,61.7134708794551,131.651157957546,59.2128027605365,-1.73347670414834,49.1870281323721,41.2560944589489,36.1501877799477,16.3917298365158
306,2025-06-21,"Mujer","38-42","Bajo","No","Medio",7,9,10,42.3,67.3,59.5,36.7,48.1,20.8,22.9,34.4,44.9,62.2465034005159,129.574739053142,51.5353213551279,1.25091474260331,49.6242460538866,39.3224598161839,34.9452671080438,14.5911888424721
307,2025-06-21,"Mujer","33-37","Bajo","No","Bajo",9,9,10,15,70,69.2,43.3,50,18.1,19.7,21.2,57,63.6408774357217,130.289934843155,49.8506585119109,1.25359432551406,49.7943422157181,39.1646706507805,35.9750384093823,15.7880911369454
308,2025-06-22,"Hombre","28-32","Bajo","SI","Alto",8,9,11,17.8,70,81.1,43.8,50,20.8,22.1,29.8,45.6,65.2667245102779,131.908529783287,51.4149173307759,0.911561838172856,50.0297622753461,39.8469183686212,36.2039686841336,15.7071269320767
309,2025-06-22,"Hombre","33-37","Alto","SI","Medio",10,11,12,17.5,70,66.3,50.4,50,18.9,20.6,28.2,53,67.5699033507897,131.457456188247,49.0833335003117,-0.98640545335716,48.7198262497669,41.4245739675338,35.7756756006171,15.9049020198902
310,2025-06-22,"Hombre","33-37","Medio","SI","Medio",6,9,10,17.3,70,66.1,42.7,50,15.5,16.8,23.7,53.8,67.954628351889,128.505671960293,51.2714555774014,1.59146575999459,50.2247368470597,42.1450519732819,35.0190911258721,14.6455094937237
311,2025-06-23,"Mujer","18-22","Medio","SI","Bajo",8,9,10,40.4,70,67.4,46.2,42.7,15.7,29.7,36.7,65.2,68.229072392155,129.033400604137,53.2939154099153,-0.844535233586609,50.7378824471752,42.1614843899151,35.3034183270984,14.582614388151
312,2025-06-30,"Hombre","28-32","Bajo","No","Medio",8,10,10,20,70,81.4,40.4,50,17.5,21.4,24.1,57.6,67.8603071499489,131.709319650397,54.2712356778642,-1.66426390017506,50.7060520969086,41.1427373833674,35.8718719983393,14.9509091622537
313,2025-07-01,"Mujer","23-27","Medio","No","Bajo",6,9,9,52.8,68.3,67.8,33.8,45.1,16.5,23.3,32.6,58.9,69.844877952503,131.620603291377,57.6430790300331,0.0763143787682036,51.2362896450701,40.2261537204196,33.7805875993866,12.8493201383236
314,2025-07-02,"Mujer","18-22","Bajo","No","Bajo",7,9,10,19.3,70,74,35,50,12.7,22.2,23.5,70,71.0955606557985,131.114362141021,62.2058960577415,-1.21571709209046,51.2127873643739,40.2314060019652,34.8580112822685,14.4722561399882
315,2025-07-03,"Mujer","33-37","Medio","SI","Medio",7,7,9,17.3,70,59.3,45.2,50,14.4,20.9,15,54.7,73.3833847442012,131.798435230354,58.4411600676999,-1.62542506568938,51.7281106437351,39.0883703320843,34.2373092961746,14.5544487285459
